KINDCODE,DAMAGEDATE,REPORTDATE,ENDCASEDATE,inc,policycode,claimcode
车损险,12MAR2016:14:50:00,12MAR2016:15:12:00,15MAR2016:16:16:11,2900,P10061,C2757
三者险,12MAR2016:14:50:00,12MAR2016:15:12:00,15MAR2016:16:16:11,0,P10061,C2757
车损险,24MAR2016:18:50:00,24MAR2016:18:53:00,04APR2016:17:05:23,1900,P10045,C2758
三者险,24MAR2016:18:50:00,24MAR2016:18:53:00,04APR2016:17:05:23,0,P10045,C2758
三者险,25MAR2016:08:10:00,25MAR2016:08:14:00,29MAR2016:17:11:07,0,P10062,C2759
三者险,09APR2016:19:40:00,09APR2016:19:43:00,25APR2016:16:55:13,11300,P10064,C2760
三者险,18APR2016:18:15:00,18APR2016:18:21:00,21APR2016:17:44:56,0,P10072,C2761
三者险,02MAY2016:11:30:00,02MAY2016:11:38:00,03MAY2016:11:38:37,0,P10072,C2762
三者险,07MAY2016:12:15:00,07MAY2016:12:17:00,07MAY2016:14:14:42,0,P10043,C2763
车损险,09MAY2016:07:30:00,09MAY2016:07:47:00,12SEP2016:11:47:54,530,P10038,C2764
三者险,09MAY2016:07:30:00,09MAY2016:07:47:00,12SEP2016:11:47:54,0,P10038,C2764
车损险,31MAY2016:20:15:00,31MAY2016:20:21:00,31MAY2016:21:15:19,500,P10048,C2765
三者险,31MAY2016:20:15:00,31MAY2016:20:21:00,31MAY2016:21:15:19,0,P10048,C2765
三者险,02JUN2016:14:55:00,02JUN2016:14:59:00,03JUN2016:19:20:06,0,P10078,C2766
三者险,07JUL2016:12:25:00,07JUL2016:12:29:00,07JUL2016:23:14:33,300,P10053,C2767
车损险,15JUL2016:19:50:00,15JUL2016:19:56:00,15JUL2016:20:55:01,1200,P10074,C2768
三者险,15JUL2016:19:50:00,15JUL2016:19:56:00,15JUL2016:20:55:01,0,P10074,C2768
三者险,21JUL2016:15:50:00,21JUL2016:15:54:00,21JUL2016:20:53:35,0,P10065,C2769
车损险,01AUG2016:14:05:00,01AUG2016:14:10:00,01AUG2016:16:29:51,950,P10049,C2770
三者险,31AUG2016:13:45:00,31AUG2016:13:47:00,31AUG2016:16:16:43,0,P10065,C2771
车损险,10SEP2016:15:45:00,10SEP2016:16:13:00,15SEP2016:09:56:05,3764,P10072,C2772
三者险,20SEP2016:12:40:00,20SEP2016:12:46:00,20SEP2016:16:13:01,400,P10082,C2773
三者险,18OCT2016:08:35:00,18OCT2016:08:38:00,18OCT2016:21:04:00,0,P10072,C2774
三者险,26NOV2016:11:00:00,27NOV2016:14:47:00,12DEC2016:08:45:58,2100,P10080,C2775
车损险,12JAN2017:08:30:00,12JAN2017:08:46:00,12JAN2017:15:42:06,1100,P10085,C2776
三者险,12JAN2017:08:30:00,12JAN2017:08:46:00,12JAN2017:15:42:06,0,P10085,C2776
三者险,20JAN2017:17:10:00,20JAN2017:17:15:00,21JAN2017:15:41:10,0,P10086,C2777
三者险,11AUG2016:13:00:00,11AUG2016:13:07:00,11AUG2016:19:00:24,0,P10092,C2778
三者险,06SEP2016:20:00:00,07SEP2016:12:04:00,07SEP2016:18:34:57,0,P10094,C2779
车损险,06OCT2016:18:20:00,06OCT2016:18:52:00,27OCT2016:17:10:32,28800,P10096,C2780
三者险,06OCT2016:18:20:00,06OCT2016:18:52:00,27OCT2016:17:10:32,45199,P10096,C2780
车损险,17OCT2016:16:00:00,17OCT2016:16:06:00,17OCT2016:18:36:06,700,P10099,C2781
三者险,17OCT2016:16:00:00,17OCT2016:16:06:00,17OCT2016:18:36:06,700,P10099,C2781
三者险,19OCT2016:16:05:00,19OCT2016:16:11:00,20OCT2016:10:28:19,300,P10097,C2782
车损险,19NOV2016:13:00:00,19NOV2016:13:05:00,19NOV2016:16:21:52,700,P10093,C2783
三者险,19NOV2016:13:00:00,19NOV2016:13:05:00,19NOV2016:16:21:52,800,P10093,C2783
三者险,22NOV2016:18:05:00,22NOV2016:18:09:00,22NOV2016:19:25:24,0,P10100,C2784
车损险,04DEC2016:15:20:00,04DEC2016:15:21:00,07DEC2016:12:03:13,3800,P10098,C2785
三者险,06DEC2016:17:35:00,06DEC2016:17:44:00,10DEC2016:10:51:38,0,P10099,C2786
车损险,14DEC2016:16:29:00,14DEC2016:16:29:00,24JAN2017:20:17:59,8200,P10087,C2787
三者险,06OCT2016:20:00:00,15DEC2016:16:36:00,06JAN2017:11:39:36,0,P10096,C2788
三者险,05JAN2017:11:15:00,05JAN2017:11:17:00,05JAN2017:17:43:56,600,P10102,C2789
三者险,04JAN2017:08:10:00,04JAN2017:08:15:00,09JAN2017:16:29:14,0,P10101,C2790
三者险,10FEB2017:15:00:00,10FEB2017:15:09:00,11FEB2017:09:13:47,0,P10101,C2791
三者险,10APR2017:11:55:00,10APR2017:12:10:00,14APR2017:16:47:52,0,P10089,C2792
三者险,12APR2017:19:00:00,12APR2017:19:01:00,13APR2017:11:09:35,500,P10097,C2793
车损险,29MAY2017:21:00:00,29MAY2017:21:21:00,02JUN2017:17:45:04,4990,P10111,C2794
交强险,25AUG2014:20:50:00,25AUG2014:20:58:00,27AUG2014:17:08:53,800,P10125,C2795
交强险,20NOV2014:17:20:00,20NOV2014:17:23:00,20NOV2014:20:06:14,800,P10129,C2796
交强险,29JAN2015:08:00:00,29JAN2015:08:11:00,29JAN2015:17:08:12,300,P10143,C2797
交强险,02MAY2015:16:30:00,02MAY2015:16:30:00,04MAY2015:11:26:09,0,P10166,C2798
交强险,23JUN2015:07:40:00,23JUN2015:07:42:00,29JUN2015:15:49:10,2100,P10165,C2799
交强险,26SEP2015:20:15:00,26SEP2015:20:19:00,28SEP2015:15:23:18,1950,P10165,C2800
交强险,16OCT2015:18:40:00,16OCT2015:18:43:00,20OCT2015:14:05:03,1200,P10190,C2801
交强险,29OCT2015:17:40:00,29OCT2015:17:48:00,29OCT2015:20:52:27,3000,P10168,C2802
交强险,30DEC2015:09:24:00,30DEC2015:09:25:00,30DEC2015:10:56:18,400,P10196,C2803
交强险,10MAR2016:07:40:00,10MAR2016:07:43:00,15MAR2016:17:34:34,2100,P10190,C2804
交强险,18APR2016:12:30:00,18APR2016:12:34:00,18APR2016:18:09:33,900,P10197,C2805
交强险,01MAY2016:08:45:00,01MAY2016:08:47:00,13MAY2016:18:12:35,2100,P10185,C2806
交强险,17JUL2016:19:20:00,17JUL2016:19:26:00,11AUG2016:11:56:59,2100,P10192,C2807
交强险,03SEP2016:13:15:00,03SEP2016:13:21:00,03SEP2016:14:44:30,500,P10217,C2808
交强险,24FEB2017:19:40:00,24FEB2017:19:48:00,02MAR2017:21:50:32,300,P10232,C2809
交强险,28MAY2017:20:20:00,28MAY2017:20:28:00,01JUN2017:00:09:49,500,P10224,C2810
交强险,04JUN2017:20:50:00,04JUN2017:20:56:00,05JUN2017:17:23:19,1500,P10247,C2811
车损险,23DEC2015:12:20:00,23DEC2015:12:21:00,24DEC2015:14:23:11,1080,P10265,C2812
车损险,21FEB2014:08:30:00,21FEB2014:08:57:00,22FEB2014:14:29:09,4550,P10269,C2813
车损险,23JUL2014:18:30:00,23JUL2014:18:40:00,24JUL2014:16:00:52,0,P10278,C2814
车损险,20AUG2014:06:00:00,20AUG2014:07:57:00,26AUG2014:13:41:24,2000,P10278,C2815
车损险,20AUG2014:07:50:00,20AUG2014:08:00:00,11SEP2014:10:01:19,65500,P10270,C2816
车损险,20AUG2014:07:00:00,20AUG2014:17:09:00,05SEP2014:10:07:13,41500,P10272,C2817
车损险,25AUG2014:20:50:00,25AUG2014:20:58:00,27AUG2014:17:08:53,5900,P10269,C2818
三者险,25AUG2014:20:50:00,25AUG2014:20:58:00,27AUG2014:17:08:53,0,P10269,C2818
三者险,20NOV2014:17:20:00,20NOV2014:17:23:00,20NOV2014:20:06:14,0,P10272,C2819
车损险,21NOV2014:07:05:00,21NOV2014:07:12:00,21NOV2014:18:23:41,4200,P10289,C2820
车损险,29JAN2015:08:00:00,29JAN2015:08:11:00,29JAN2015:17:08:12,740,P10287,C2821
三者险,29JAN2015:08:00:00,29JAN2015:08:11:00,29JAN2015:17:08:12,0,P10287,C2821
车损险,16FEB2015:19:25:00,16FEB2015:19:30:00,16FEB2015:21:12:19,0,P10287,C2822
车损险,17FEB2015:11:40:00,17FEB2015:11:47:00,17FEB2015:22:06:57,670,P10284,C2823
车损险,24FEB2015:16:15:00,24FEB2015:16:24:00,24FEB2015:17:39:33,0,P10284,C2824
车损险,03MAR2015:19:40:00,03MAR2015:19:48:00,23MAR2015:09:51:22,6468,P10308,C2825
车损险,09MAR2015:21:18:00,09MAR2015:21:18:00,10MAR2015:09:55:07,1000,P10278,C2826
车损险,15MAR2015:13:10:00,15MAR2015:13:17:00,21MAR2015:11:36:08,2500,P10291,C2827
车损险,24MAR2015:20:55:00,24MAR2015:20:59:00,25MAR2015:08:35:01,1230,P10305,C2828
车损险,13APR2015:16:05:00,13APR2015:16:08:00,15APR2015:11:11:52,0,P10289,C2829
车损险,30APR2015:17:20:00,30APR2015:17:23:00,30APR2015:18:50:06,0,P10284,C2830
车损险,30APR2015:17:30:00,30APR2015:17:34:00,30APR2015:19:18:58,0,P10313,C2831
车损险,02MAY2015:16:30:00,02MAY2015:16:32:00,02MAY2015:19:10:28,0,P10311,C2832
车损险,24JUN2015:20:20:00,24JUN2015:20:49:00,25JUN2015:11:40:42,0,P10313,C2833
车损险,23JUN2015:07:40:00,23JUN2015:07:42:00,29JUN2015:15:49:10,400,P10310,C2834
三者险,23JUN2015:07:40:00,23JUN2015:07:42:00,29JUN2015:15:49:10,5130,P10310,C2834
车损险,26JUN2015:16:25:00,26JUN2015:16:30:00,26JUN2015:20:59:41,0,P10311,C2835
车损险,02JUL2015:09:50:00,02JUL2015:09:54:00,02JUL2015:10:55:15,0,P10281,C2836
车损险,22JUL2015:13:30:00,22JUL2015:13:45:00,22JUL2015:20:42:42,1750,P10303,C2837
车损险,29JUL2015:20:15:00,29JUL2015:20:19:00,30JUL2015:10:43:45,745,P10327,C2838
车损险,24AUG2015:15:35:00,24AUG2015:15:37:00,24AUG2015:22:41:36,3475,P10288,C2839
车损险,26SEP2015:20:15:00,26SEP2015:20:19:00,28SEP2015:15:23:33,835,P10310,C2840
三者险,26SEP2015:20:15:00,26SEP2015:20:19:00,28SEP2015:15:23:33,0,P10310,C2840
车损险,17OCT2015:16:50:00,17OCT2015:17:00:00,17OCT2015:18:31:40,0,P10313,C2841
三者险,16OCT2015:18:40:00,16OCT2015:18:43:00,20OCT2015:14:05:03,0,P10333,C2842
三者险,29OCT2015:17:40:00,29OCT2015:17:48:00,29OCT2015:20:52:27,0,P10313,C2843
车损险,31OCT2015:13:20:00,31OCT2015:13:25:00,31OCT2015:16:37:34,0,P10334,C2844
车损险,10NOV2015:13:10:00,10NOV2015:13:15:00,10NOV2015:15:48:46,1638,P10325,C2845
车损险,14DEC2015:17:20:00,14DEC2015:17:21:00,14DEC2015:19:51:48,0,P10310,C2846
三者险,30DEC2015:09:24:00,30DEC2015:09:25:00,30DEC2015:10:56:18,0,P10340,C2847
车损险,04FEB2016:20:15:00,04FEB2016:20:19:00,05FEB2016:20:50:05,0,P10347,C2848
车损险,16FEB2016:22:05:00,16FEB2016:22:09:00,18FEB2016:11:03:08,2121,P10334,C2849
车损险,17FEB2016:18:35:00,17FEB2016:18:38:00,18FEB2016:16:00:23,1960,P10349,C2850
车损险,10MAR2016:07:40:00,10MAR2016:07:43:00,15MAR2016:17:34:34,900,P10333,C2851
三者险,10MAR2016:07:40:00,10MAR2016:07:43:00,15MAR2016:17:34:34,5650,P10333,C2851
玻璃破碎险,17MAR2016:23:00:00,18MAR2016:07:38:00,18MAR2016:10:37:37,950,P10350,C2852
车损险,19MAR2016:16:40:00,19MAR2016:16:49:00,21MAR2016:22:05:06,2800,P10337,C2853
车损险,18APR2016:12:30:00,18APR2016:12:34:00,18APR2016:18:09:34,1100,P10341,C2854
三者险,18APR2016:12:30:00,18APR2016:12:34:00,18APR2016:18:09:34,0,P10341,C2854
车损险,01MAY2016:08:45:00,01MAY2016:08:47:00,13MAY2016:18:12:35,300,P10328,C2855
三者险,01MAY2016:08:45:00,01MAY2016:08:47:00,13MAY2016:18:12:35,1000,P10328,C2855
车损险,17JUL2016:19:20:00,17JUL2016:19:26:00,11AUG2016:14:25:54,1200,P10335,C2856
三者险,17JUL2016:19:20:00,17JUL2016:19:26:00,11AUG2016:14:25:54,4800,P10335,C2856
三者险,03SEP2016:13:15:00,03SEP2016:13:21:00,03SEP2016:14:44:30,0,P10361,C2857
车损险,12SEP2016:12:05:00,12SEP2016:12:12:00,12SEP2016:13:56:34,4720,P10347,C2858
车损险,23SEP2016:11:40:00,23SEP2016:11:45:00,23SEP2016:13:58:27,900,P10341,C2859
车损险,22NOV2016:12:05:00,22NOV2016:12:07:00,05DEC2016:10:15:20,7110,P10367,C2860
三者险,24FEB2017:19:40:00,24FEB2017:19:48:00,02MAR2017:21:50:43,0,P10377,C2861
车损险,30APR2017:18:00:00,30APR2017:18:02:00,30APR2017:21:10:50,1050,P10375,C2862
三者险,28MAY2017:20:20:00,28MAY2017:20:28:00,01JUN2017:00:09:49,0,P10368,C2863
车损险,04JUN2017:20:50:00,04JUN2017:20:56:00,05JUN2017:17:23:19,1750,P10391,C2864
三者险,04JUN2017:20:50:00,04JUN2017:20:56:00,05JUN2017:17:23:19,0,P10391,C2864
交强险,19JAN2014:10:53:00,19JAN2014:11:04:00,20JAN2014:13:43:54,950,P10412,C2865
交强险,23JUN2014:08:10:00,23JUN2014:08:19:00,23JUN2014:18:32:04,2100,P10434,C2866
交强险,06JUL2014:16:00:00,06JUL2014:16:11:00,07JUL2014:17:24:01,250,P10438,C2867
交强险,07JUL2014:19:00:00,07JUL2014:19:05:00,10JUL2014:17:16:39,1000,P10421,C2868
交强险,23JUL2014:19:19:00,23JUL2014:19:49:00,24JUL2014:21:15:19,1200,P10431,C2869
交强险,10AUG2014:16:20:00,10AUG2014:16:27:00,10AUG2014:18:22:21,900,P10483,C2870
交强险,31AUG2014:17:30:00,31AUG2014:17:44:00,01SEP2014:12:49:05,2100,P10420,C2871
交强险,06SEP2014:17:10:00,06SEP2014:17:15:00,10SEP2014:12:24:46,800,P10491,C2872
交强险,23SEP2014:08:10:00,23SEP2014:08:14:00,23SEP2014:16:39:49,1050,P10438,C2873
交强险,30SEP2014:07:30:00,30SEP2014:07:39:00,30SEP2014:18:53:48,1500,P10482,C2874
交强险,30SEP2014:18:02:00,30SEP2014:18:03:00,08OCT2014:16:34:29,2100,P10463,C2875
交强险,09OCT2014:12:10:00,09OCT2014:12:19:00,09OCT2014:20:25:55,0,P10495,C2876
交强险,12OCT2014:12:00:00,12OCT2014:12:01:00,16OCT2014:17:42:42,200,P10521,C2877
交强险,17OCT2014:11:35:00,17OCT2014:11:43:00,21OCT2014:18:24:44,2100,P10507,C2878
交强险,25OCT2014:14:25:00,25OCT2014:14:31:00,31OCT2014:10:29:03,2000,P10510,C2879
交强险,25OCT2014:21:15:00,25OCT2014:21:21:00,17NOV2014:18:14:32,1700,P10489,C2880
交强险,06NOV2014:15:30:00,06NOV2014:16:10:00,07NOV2014:16:34:10,2000,P10443,C2881
交强险,14NOV2014:10:30:00,14NOV2014:10:36:00,20NOV2014:16:59:21,2000,P10527,C2882
交强险,26NOV2014:19:05:00,26NOV2014:19:28:00,15MAY2015:17:20:34,12818.48,P10524,C2883
交强险,29NOV2014:15:25:00,29NOV2014:15:29:00,01DEC2014:16:31:27,900,P10440,C2884
交强险,03DEC2014:11:35:00,03DEC2014:11:42:00,08DEC2014:16:47:44,300,P10499,C2885
交强险,16DEC2014:15:20:00,16DEC2014:15:22:00,05JAN2015:17:18:33,2000,P10543,C2886
交强险,02JAN2015:14:00:00,02JAN2015:14:11:00,04JAN2015:17:11:22,2100,P10433,C2887
交强险,04JAN2015:12:40:00,04JAN2015:12:45:00,04JAN2015:16:39:04,800,P10437,C2888
交强险,06JAN2015:17:10:00,06JAN2015:18:14:00,07JAN2015:13:02:48,600,P10478,C2889
交强险,11JAN2015:17:00:00,11JAN2015:18:26:00,02FEB2015:13:31:15,2137.99,P10573,C2890
交强险,15FEB2015:14:40:00,15FEB2015:14:48:00,10MAY2016:17:43:37,32569,P10476,C2891
交强险,18FEB2015:14:10:00,18FEB2015:14:22:00,20FEB2015:09:37:13,700,P10515,C2892
交强险,20FEB2015:10:40:00,20FEB2015:10:42:00,20FEB2015:16:12:37,400,P10464,C2893
交强险,20FEB2015:11:00:00,20FEB2015:11:11:00,05MAR2015:14:59:11,2000,P10526,C2894
交强险,21FEB2015:13:50:00,21FEB2015:13:58:00,27FEB2015:17:52:31,1300,P10528,C2895
交强险,26FEB2015:14:35:00,26FEB2015:14:39:00,27FEB2015:16:55:33,1150,P10547,C2896
交强险,13MAR2015:17:50:00,13MAR2015:18:50:00,10APR2015:16:45:58,2999.99,P10569,C2897
交强险,20MAR2015:15:40:00,20MAR2015:15:44:00,03APR2015:14:09:10,1500,P10531,C2898
交强险,28MAR2015:18:05:00,28MAR2015:18:07:00,29MAR2015:13:22:31,750,P10536,C2899
交强险,20APR2015:08:55:00,20APR2015:08:57:00,20APR2015:14:49:12,1440,P10476,C2900
交强险,22APR2015:06:50:00,22APR2015:06:54:00,23APR2015:10:45:22,2000,P10520,C2901
交强险,20APR2015:11:00:00,20APR2015:11:11:00,25APR2015:17:42:40,2100,P10458,C2902
交强险,25APR2015:11:35:00,25APR2015:11:42:00,25APR2015:17:22:58,1000,P10574,C2903
交强险,25JUN2015:17:50:00,25JUN2015:17:53:00,25JUN2015:20:54:24,1500,P10467,C2904
交强险,30JUN2015:10:00:00,30JUN2015:11:37:00,30JUN2015:15:36:39,2100,P10583,C2905
交强险,02JUL2015:17:05:00,02JUL2015:17:12:00,03AUG2015:11:21:39,700,P10521,C2906
交强险,05JUL2015:16:25:00,05JUL2015:16:30:00,07JUL2015:13:59:15,400,P10577,C2907
交强险,09JUL2015:11:40:00,09JUL2015:11:55:00,09JUL2015:14:21:35,1500,P10452,C2908
交强险,08JUL2015:19:25:00,08JUL2015:19:36:00,11JUL2015:11:19:48,2500,P10481,C2909
交强险,17JUL2015:21:30:00,17JUL2015:22:03:00,22JUL2015:10:21:33,2100,P10594,C2910
交强险,23JUL2015:10:20:00,23JUL2015:10:23:00,29SEP2015:10:47:13,15600,P10533,C2911
交强险,31JUL2015:14:00:00,31JUL2015:14:06:00,31JUL2015:17:34:47,1400,P10588,C2912
交强险,01AUG2015:16:40:00,01AUG2015:16:46:00,02AUG2015:10:09:21,1100,P10528,C2913
交强险,03AUG2015:17:20:00,03AUG2015:17:24:00,03AUG2015:18:57:40,700,P10608,C2914
交强险,02AUG2015:21:00:00,03AUG2015:11:05:00,03AUG2015:19:06:39,800,P10480,C2915
交强险,17AUG2015:17:30:00,17AUG2015:18:00:00,19AUG2015:18:18:06,800,P10599,C2916
交强险,24AUG2015:12:30:00,24AUG2015:12:33:00,25AUG2015:17:58:11,3045.6,P10655,C2917
交强险,29AUG2015:15:25:00,29AUG2015:15:29:00,30AUG2015:14:23:12,2000,P10673,C2918
交强险,12SEP2015:19:00:00,12SEP2015:19:06:00,13SEP2015:21:23:03,900,P10739,C2919
交强险,13SEP2015:21:20:00,13SEP2015:21:22:00,14SEP2015:12:48:52,800,P10718,C2920
交强险,14SEP2015:11:05:00,14SEP2015:11:10:00,29SEP2015:17:15:26,1270,P10589,C2921
交强险,28SEP2015:18:00:00,28SEP2015:20:02:00,28SEP2015:21:23:22,1200,P10632,C2922
交强险,09OCT2015:17:22:00,09OCT2015:17:22:00,10OCT2015:10:58:38,1100,P10659,C2923
交强险,13OCT2015:08:25:00,13OCT2015:08:31:00,07DEC2015:11:29:30,15076.98,P10772,C2924
交强险,18OCT2015:11:10:00,18OCT2015:11:17:00,26OCT2015:14:18:57,2000,P10593,C2925
交强险,22OCT2015:16:30:00,22OCT2015:16:44:00,23OCT2015:13:09:27,1100,P10691,C2926
交强险,24OCT2015:10:30:00,24OCT2015:10:35:00,24OCT2015:20:07:19,600,P10653,C2927
交强险,24OCT2015:10:30:00,24OCT2015:10:35:00,01DEC2015:15:10:17,2000,P10708,C2928
交强险,06NOV2015:15:25:00,06NOV2015:15:29:00,06NOV2015:18:05:24,0,P10817,C2929
交强险,07NOV2015:08:30:00,07NOV2015:08:33:00,07NOV2015:15:16:56,900,P10731,C2930
交强险,07NOV2015:17:00:00,07NOV2015:17:10:00,08NOV2015:16:08:59,2200,P10802,C2931
交强险,09NOV2015:12:55:00,09NOV2015:12:58:00,09NOV2015:17:24:13,2000,P10642,C2932
交强险,11NOV2015:07:57:00,11NOV2015:07:58:00,11NOV2015:15:06:33,0,P10571,C2933
交强险,15NOV2015:11:00:00,15NOV2015:11:19:00,15NOV2015:14:11:47,800,P10580,C2934
交强险,15NOV2015:14:50:00,15NOV2015:15:05:00,15NOV2015:16:51:57,600,P10729,C2935
交强险,13NOV2015:17:25:00,13NOV2015:17:29:00,09DEC2015:12:38:41,2856,P10808,C2936
交强险,26NOV2015:14:25:00,26NOV2015:14:31:00,27NOV2015:18:25:50,600,P10637,C2937
交强险,27NOV2015:20:00:00,27NOV2015:20:07:00,28NOV2015:17:46:17,1000,P10548,C2938
交强险,01DEC2015:08:00:00,01DEC2015:08:48:00,01DEC2015:12:04:49,1100,P10641,C2939
交强险,05DEC2015:09:55:00,05DEC2015:09:59:00,23DEC2015:16:50:42,1000,P10700,C2940
交强险,14DEC2015:18:25:00,14DEC2015:18:25:00,14DEC2015:19:43:51,800,P10640,C2941
交强险,19DEC2015:15:00:00,19DEC2015:15:48:00,25DEC2015:16:40:29,5091,P10629,C2942
交强险,22DEC2015:10:50:00,22DEC2015:10:53:00,23DEC2015:13:20:07,2000,P10809,C2943
交强险,26DEC2015:07:50:00,26DEC2015:07:52:00,13MAY2016:15:42:46,3338.98,P10718,C2944
交强险,31DEC2015:13:00:00,31DEC2015:13:01:00,31DEC2015:21:41:17,2000,P10834,C2945
交强险,06JAN2016:08:10:00,06JAN2016:08:56:00,06JAN2016:13:35:05,500,P10782,C2946
交强险,08JAN2016:08:45:00,08JAN2016:08:48:00,13JAN2016:19:48:44,900,P10597,C2947
交强险,11JAN2016:07:50:00,11JAN2016:07:52:00,12JAN2016:11:25:06,1000,P10802,C2948
交强险,25JAN2016:09:25:00,25JAN2016:09:27:00,25JAN2016:18:55:11,1300,P10582,C2949
交强险,27JAN2016:08:59:00,27JAN2016:08:59:00,27JAN2016:10:33:05,500,P10592,C2950
交强险,27JAN2016:14:04:00,27JAN2016:14:04:00,27JAN2016:16:58:37,800,P10816,C2951
交强险,25JAN2016:20:08:00,25JAN2016:20:08:00,02FEB2016:19:08:16,3000,P10737,C2952
交强险,28JAN2016:15:50:00,28JAN2016:15:57:00,30JAN2016:13:29:44,600,P10785,C2953
交强险,02FEB2016:09:30:00,02FEB2016:09:34:00,02FEB2016:12:38:33,700,P10838,C2954
交强险,04FEB2016:11:18:00,04FEB2016:11:21:00,22FEB2016:16:06:31,1200,P10755,C2955
交强险,10FEB2016:17:00:00,10FEB2016:19:56:00,03MAR2016:18:58:49,2100,P10791,C2956
交强险,20FEB2016:18:15:00,20FEB2016:18:20:00,21FEB2016:15:27:38,1200,P10606,C2957
交强险,22FEB2016:10:35:00,22FEB2016:10:39:00,22FEB2016:12:53:55,600,P10817,C2958
交强险,25FEB2016:16:50:00,25FEB2016:16:53:00,26FEB2016:10:45:40,750,P10599,C2959
交强险,27FEB2016:14:15:00,27FEB2016:14:20:00,27FEB2016:15:20:58,300,P10714,C2960
交强险,28FEB2016:15:10:00,28FEB2016:15:16:00,28FEB2016:17:46:09,1000,P10611,C2961
交强险,29FEB2016:08:25:00,29FEB2016:08:30:00,29FEB2016:14:02:34,400,P10618,C2962
交强险,10MAR2016:17:13:00,10MAR2016:17:14:00,10MAR2016:18:17:10,100,P10659,C2963
交强险,25MAR2016:12:15:00,25MAR2016:12:26:00,25MAR2016:14:11:56,1200,P10666,C2964
交强险,30MAR2016:10:25:00,30MAR2016:10:30:00,30MAR2016:13:37:53,700,P10589,C2965
交强险,01APR2016:13:45:00,01APR2016:13:51:00,02APR2016:18:14:02,300,P10719,C2966
交强险,08APR2016:16:40:00,08APR2016:17:14:00,09APR2016:11:38:56,1000,P10604,C2967
交强险,12APR2016:11:10:00,12APR2016:11:22:00,12APR2016:14:05:49,600,P10828,C2968
交强险,16APR2016:07:50:00,16APR2016:07:54:00,16APR2016:15:58:36,550,P10841,C2969
交强险,20APR2016:08:45:00,20APR2016:08:53:00,20APR2016:10:47:35,800,P10669,C2970
交强险,22APR2016:16:25:00,22APR2016:16:35:00,22APR2016:17:58:55,700,P10845,C2971
交强险,02MAY2016:16:50:00,02MAY2016:16:54:00,05MAY2016:14:32:53,400,P10727,C2972
交强险,08MAY2016:17:15:00,08MAY2016:17:23:00,11MAY2016:11:43:35,1400,P10726,C2973
交强险,15MAY2016:17:20:00,15MAY2016:17:26:00,17MAY2016:14:23:20,2100,P10602,C2974
交强险,23MAY2016:09:48:00,23MAY2016:09:52:00,30MAY2016:10:15:22,1600,P10880,C2975
交强险,29MAY2016:09:25:00,29MAY2016:09:29:00,30MAY2016:19:02:52,2800,P10876,C2976
交强险,02JUN2016:07:10:00,02JUN2016:07:25:00,16JAN2017:13:51:33,72702.8,P10781,C2977
交强险,15JUN2016:19:20:00,15JUN2016:19:24:00,23JAN2017:15:42:00,107007.84,P10770,C2978
交强险,23JUN2016:22:00:00,23JUN2016:22:37:00,09SEP2016:16:09:18,12294.17,P10676,C2979
交强险,27JUN2016:20:40:00,27JUN2016:20:46:00,04JUL2016:09:45:49,2100,P10874,C2980
交强险,21JUL2016:21:10:00,21JUL2016:21:16:00,22JUL2016:14:03:06,700,P10645,C2981
交强险,09AUG2016:23:35:00,09AUG2016:23:41:00,10AUG2016:14:29:32,2000,P10709,C2982
交强险,14AUG2016:13:20:00,14AUG2016:13:46:00,14AUG2016:15:49:32,1500,P10785,C2983
交强险,16AUG2016:10:15:00,16AUG2016:10:16:00,16AUG2016:11:26:23,1000,P10860,C2984
交强险,25AUG2016:10:00:00,25AUG2016:10:04:00,25AUG2016:12:06:48,1150,P10838,C2985
交强险,10SEP2016:22:19:00,10SEP2016:22:20:00,13SEP2016:13:45:35,700,P10752,C2986
交强险,01OCT2016:11:20:00,01OCT2016:11:23:00,01OCT2016:13:19:36,900,P10906,C2987
交强险,14OCT2016:18:00:00,14OCT2016:18:02:00,05DEC2016:14:17:12,2610.9,P10897,C2988
交强险,22OCT2016:17:35:00,22OCT2016:17:42:00,23OCT2016:14:25:50,950,P10860,C2989
交强险,12NOV2016:10:40:00,12NOV2016:10:45:00,18NOV2016:14:15:42,2100,P10889,C2990
交强险,22NOV2016:12:20:00,22NOV2016:12:25:00,24NOV2016:11:05:46,1500,P10834,C2991
交强险,22NOV2016:11:22:00,22NOV2016:11:25:00,06JAN2017:10:29:31,2100,P10904,C2992
交强险,29NOV2016:13:10:00,29NOV2016:13:12:00,12DEC2016:16:15:00,700,P10836,C2993
交强险,03DEC2016:10:40:00,03DEC2016:10:43:00,05DEC2016:14:32:13,1000,P10889,C2994
交强险,18DEC2016:11:03:00,18DEC2016:11:03:00,20DEC2016:21:06:16,1200,P11007,C2995
交强险,20DEC2016:19:35:00,20DEC2016:19:42:00,03JAN2017:17:08:53,2000,P11019,C2996
交强险,23DEC2016:16:00:00,23DEC2016:16:03:00,10JAN2017:11:21:17,2000,P10936,C2997
交强险,01JAN2017:17:45:00,01JAN2017:17:47:00,02JAN2017:08:37:43,200,P10920,C2998
交强险,13JAN2017:17:07:00,13JAN2017:17:18:00,24JAN2017:12:10:44,3000,P10885,C2999
