BRANCHNAME,RISKCODE,KINDCODE,UNDERWRITEENDDATE,KINDSTARTDATE,DUEENDDATE,PURCHASEPRICENOTAX,SEATCOUNT,CARBRAND,CARSERIESNAME,AGE,SEX,USEYEARS,WPRATE0506,WPRATE0507,LASTCLAIMCOUNT,AMOUNTNEW,FLAG,PREMIUM,policycode
北京分公司,交强险,交强险,16MAR2016:00:00:00,23MAR2016:00:00:00,22MAR2017:00:00:00,111800.00,5,大众,宝来,33,1,5,1,0.7,0,122000,0,569.89,P1
北京分公司,交强险,交强险,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1,1,1,122000,0,913.66,P2
北京分公司,交强险,交强险,09FEB2017:00:00:00,15APR2017:00:00:00,14APR2018:00:00:00,138600.00,5,斯柯达,明锐,32,1,3,1,0.9,0,122000,0,730.92,P3
北京分公司,交强险,交强险,10MAR2017:00:00:00,23MAR2017:00:00:00,22MAR2018:00:00:00,111800.00,5,大众,宝来,33,1,6,1,0.7,0,122000,0,581.88,P4
北京分公司,商业险费改前,车损险,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,214800.00,5,马自达,M6,34,1,7,0.85,1,0,206200,1,1802.73,P6
北京分公司,商业险费改前,三者险,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,214800.00,5,马自达,M6,34,1,7,0.85,1,0,500000,1,862,P6
北京分公司,商业险费改前,三者险,16MAR2016:00:00:00,23MAR2016:00:00:00,22MAR2017:00:00:00,111800.00,5,大众,宝来,33,1,5,0.6,1,0,200000,1,449.06,P7
北京分公司,商业险费改前,车损险,16MAR2016:00:00:00,23MAR2016:00:00:00,22MAR2017:00:00:00,111800.00,5,大众,宝来,33,1,5,0.6,1,0,111800,1,768.78,P7
北京分公司,商业险费改前,玻璃破碎险,16MAR2016:00:00:00,23MAR2016:00:00:00,22MAR2017:00:00:00,111800.00,5,大众,宝来,33,1,5,0.6,1,0,0,0,87.75,P7
北京分公司,商业险费改后,三者险,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1.5,1,3,200000,1,1178.04,P8
北京分公司,商业险费改后,划痕险,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1.5,1,3,5000,1,921.19,P8
北京分公司,商业险费改后,玻璃破碎险,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1.5,1,3,0,0,559.67,P8
北京分公司,商业险费改后,车上人员险驾驶,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1.5,1,3,10000,1,44.43,P8
北京分公司,商业险费改后,车损险,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1.5,1,3,195152.4,1,3348.83,P8
北京分公司,商业险费改后,车上人员险乘客,17NOV2016:00:00:00,25NOV2016:00:00:00,24NOV2017:00:00:00,271800.00,5,大众,途观,36,2,3,1.5,1,3,40000,1,112.71,P8
北京分公司,商业险费改后,车损险,09FEB2017:00:00:00,15APR2017:00:00:00,14APR2018:00:00:00,138600.00,5,斯柯达,明锐,32,1,3,1,1,1,109494,1,1602.94,P9
北京分公司,商业险费改后,车上人员险驾驶,09FEB2017:00:00:00,15APR2017:00:00:00,14APR2018:00:00:00,138600.00,5,斯柯达,明锐,32,1,3,1,1,1,10000,1,29.62,P9
北京分公司,商业险费改后,三者险,09FEB2017:00:00:00,15APR2017:00:00:00,14APR2018:00:00:00,138600.00,5,斯柯达,明锐,32,1,3,1,1,1,500000,1,1063.52,P9
北京分公司,商业险费改后,车上人员险乘客,09FEB2017:00:00:00,15APR2017:00:00:00,14APR2018:00:00:00,138600.00,5,斯柯达,明锐,32,1,3,1,1,1,40000,1,75.14,P9
北京分公司,商业险费改后,玻璃破碎险,10MAR2017:00:00:00,23MAR2017:00:00:00,22MAR2018:00:00:00,111800.00,5,大众,宝来,33,1,6,0.5,1,0,0,0,76.79,P10
北京分公司,商业险费改后,车损险,10MAR2017:00:00:00,23MAR2017:00:00:00,22MAR2018:00:00:00,111800.00,5,大众,宝来,33,1,6,0.5,1,0,64173.2,1,590.12,P10
北京分公司,商业险费改后,三者险,10MAR2017:00:00:00,23MAR2017:00:00:00,22MAR2018:00:00:00,111800.00,5,大众,宝来,33,1,6,0.5,1,0,200000,1,392.96,P10
北京分公司,交强险,交强险,07DEC2015:00:00:00,14DEC2015:00:00:00,13DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,1,0.7,0,122000,0,637.75,P11
北京分公司,交强险,交强险,11JAN2016:00:00:00,08MAR2016:00:00:00,07MAR2017:00:00:00,139900.00,5,雪铁龙,C5,26,1,1,1,0.9,0,122000,0,842.02,P12
北京分公司,交强险,交强险,29DEC2016:00:00:00,08MAR2017:00:00:00,07MAR2018:00:00:00,139900.00,5,雪铁龙,C5,28,2,1,1,0.8,0,122000,0,623.87,P13
北京分公司,商业险费改前,盗抢险,07DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,0.7,1,0,81780.2,0,266.73,P14
北京分公司,商业险费改前,车上人员险驾驶,07DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,0.7,1,0,10000,1,19.76,P14
北京分公司,商业险费改前,三者险,07DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,0.7,1,0,500000,1,709.88,P14
北京分公司,商业险费改前,车上人员险乘客,07DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,0.7,1,0,40000,1,50.12,P14
北京分公司,商业险费改前,车损险,07DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,0.7,1,0,113900,1,909.16,P14
北京分公司,商业险费改前,玻璃破碎险,07DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,113900.00,5,标致,408,31,1,4,0.7,1,0,0,0,104.3,P14
北京分公司,商业险费改前,车损险,11JAN2016:00:00:00,08MAR2016:00:00:00,07MAR2017:00:00:00,139900.00,5,雪铁龙,C5,26,1,1,0.85,1,0,139900,1,1299.72,P15
北京分公司,商业险费改前,三者险,11JAN2016:00:00:00,08MAR2016:00:00:00,07MAR2017:00:00:00,139900.00,5,雪铁龙,C5,26,1,1,0.85,1,0,1000000,1,1122.26,P15
北京分公司,商业险费改前,划痕险,11JAN2016:00:00:00,08MAR2016:00:00:00,07MAR2017:00:00:00,139900.00,5,雪铁龙,C5,26,1,1,0.85,1,0,5000,1,333.92,P15
北京分公司,商业险费改前,玻璃破碎险,11JAN2016:00:00:00,08MAR2016:00:00:00,07MAR2017:00:00:00,139900.00,5,雪铁龙,C5,26,1,1,0.85,1,0,0,0,155.56,P15
北京分公司,商业险费改后,车损险,29DEC2016:00:00:00,08MAR2017:00:00:00,07MAR2018:00:00:00,139900.00,5,雪铁龙,C5,28,2,1,0.7,1,0,122272.6,1,1226.92,P16
北京分公司,商业险费改后,玻璃破碎险,29DEC2016:00:00:00,08MAR2017:00:00:00,07MAR2018:00:00:00,139900.00,5,雪铁龙,C5,28,2,1,0.7,1,0,0,0,134.53,P16
北京分公司,商业险费改后,三者险,29DEC2016:00:00:00,08MAR2017:00:00:00,07MAR2018:00:00:00,139900.00,5,雪铁龙,C5,28,2,1,0.7,1,0,1000000,1,970.21,P16
北京分公司,交强险,交强险,04APR2014:00:00:00,30JUN2014:00:00:00,29JUN2015:00:00:00,43800.00,5,奇瑞,旗云,27,1,2,1,0.9,0,122000,0,745.68,P17
北京分公司,交强险,交强险,19JUN2014:00:00:00,22JUN2014:00:00:00,21JUN2015:00:00:00,98800.00,5,现代,伊兰特,36,2,5,1,0.7,0,122000,0,582.74,P18
北京分公司,交强险,交强险,27JUN2014:00:00:00,28JUN2014:00:00:00,27JUN2015:00:00:00,203800.00,5,起亚,狮跑/智跑,49,1,3,1,0.9,0,122000,0,855,P19
北京分公司,交强险,交强险,27SEP2014:00:00:00,10OCT2014:00:00:00,09OCT2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,,1,0,122000,0,950,P20
北京分公司,交强险,交强险,07MAR2015:00:00:00,08MAR2015:00:00:00,07MAR2016:00:00:00,139900.00,5,雪铁龙,C5,25,1,0,1,1,-3,122000,0,950,P21
北京分公司,交强险,交强险,13JUN2015:00:00:00,30JUN2015:00:00:00,29JUN2016:00:00:00,43800.00,5,奇瑞,旗云,28,1,3,1,1,1,122000,0,837.61,P22
北京分公司,交强险,交强险,20JUL2015:00:00:00,31AUG2015:00:00:00,30AUG2016:00:00:00,214800.00,5,马自达,M6,35,1,8,1,0.9,0,122000,0,770.28,P23
北京分公司,交强险,交强险,19JAN2016:00:00:00,17MAR2016:00:00:00,16MAR2017:00:00:00,147900.00,5,雪佛兰,迈锐宝,28,1,3,1,0.7,0,122000,0,544.81,P24
北京分公司,交强险,交强险,14MAR2016:00:00:00,24APR2016:00:00:00,23APR2017:00:00:00,95300.00,5,现代,伊兰特,33,1,4,1,0.7,0,122000,0,558.87,P25
北京分公司,交强险,交强险,23MAR2017:00:00:00,24APR2017:00:00:00,23APR2018:00:00:00,95300.00,5,现代,伊兰特,33,1,5,1,1,1,122000,0,946.04,P26
北京分公司,商业险费改前,车损险,07MAR2015:00:00:00,08MAR2015:00:00:00,07MAR2016:00:00:00,139900.00,5,雪铁龙,C5,25,1,0,1,1,-3,153400,1,2252.27,P27
北京分公司,商业险费改前,玻璃破碎险,07MAR2015:00:00:00,08MAR2015:00:00:00,07MAR2016:00:00:00,139900.00,5,雪铁龙,C5,25,1,0,1,1,-3,0,0,262.31,P27
北京分公司,商业险费改前,划痕险,07MAR2015:00:00:00,08MAR2015:00:00:00,07MAR2016:00:00:00,139900.00,5,雪铁龙,C5,25,1,0,1,1,-3,5000,1,513,P27
北京分公司,商业险费改前,三者险,07MAR2015:00:00:00,08MAR2015:00:00:00,07MAR2016:00:00:00,139900.00,5,雪铁龙,C5,25,1,0,1,1,-3,500000,1,1324.8,P27
北京分公司,商业险费改前,车上人员险驾驶,19JUN2014:00:00:00,22JUN2014:00:00:00,21JUN2015:00:00:00,98800.00,5,现代,伊兰特,36,2,5,0.85,1,0,10000,1,23.99,P28
北京分公司,商业险费改前,车损险,19JUN2014:00:00:00,22JUN2014:00:00:00,21JUN2015:00:00:00,98800.00,5,现代,伊兰特,36,2,5,0.85,1,0,98800,1,997.06,P28
北京分公司,商业险费改前,盗抢险,19JUN2014:00:00:00,22JUN2014:00:00:00,21JUN2015:00:00:00,98800.00,5,现代,伊兰特,36,2,5,0.85,1,0,63232,1,266.35,P28
北京分公司,商业险费改前,车上人员险乘客,19JUN2014:00:00:00,22JUN2014:00:00:00,21JUN2015:00:00:00,98800.00,5,现代,伊兰特,36,2,5,0.85,1,0,40000,1,60.86,P28
北京分公司,商业险费改前,三者险,19JUN2014:00:00:00,22JUN2014:00:00:00,21JUN2015:00:00:00,98800.00,5,现代,伊兰特,36,2,5,0.85,1,0,300000,1,718.11,P28
北京分公司,商业险费改前,车上人员险乘客,27JUN2014:00:00:00,04JUL2014:00:00:00,03JUL2015:00:00:00,203800.00,5,起亚,狮跑/智跑,49,1,3,0.85,1,0,40000,1,60.86,P29
北京分公司,商业险费改前,车上人员险驾驶,27JUN2014:00:00:00,04JUL2014:00:00:00,03JUL2015:00:00:00,203800.00,5,起亚,狮跑/智跑,49,1,3,0.85,1,0,10000,1,23.99,P29
北京分公司,商业险费改前,三者险,27JUN2014:00:00:00,04JUL2014:00:00:00,03JUL2015:00:00:00,203800.00,5,起亚,狮跑/智跑,49,1,3,0.85,1,0,500000,1,862,P29
北京分公司,商业险费改前,玻璃破碎险,27JUN2014:00:00:00,04JUL2014:00:00:00,03JUL2015:00:00:00,203800.00,5,起亚,狮跑/智跑,49,1,3,0.85,1,0,0,0,226.61,P29
北京分公司,商业险费改前,车损险,27JUN2014:00:00:00,04JUL2014:00:00:00,03JUL2015:00:00:00,203800.00,5,起亚,狮跑/智跑,49,1,3,0.85,1,0,203800,1,1740.58,P29
北京分公司,商业险费改前,玻璃破碎险,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,0,0,118.79,P30
北京分公司,商业险费改前,车损险,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,100900,1,1081.35,P30
北京分公司,商业险费改前,划痕险,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,2000,1,247.86,P30
北京分公司,商业险费改前,车上人员险驾驶,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,10000,1,25.41,P30
北京分公司,商业险费改前,三者险,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,500000,1,912.71,P30
北京分公司,商业险费改前,车上人员险乘客,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,40000,1,64.44,P30
北京分公司,商业险费改前,盗抢险,27SEP2014:00:00:00,29SEP2014:00:00:00,28SEP2015:00:00:00,95900.00,5,福特,福克斯,23,1,1,0.9,,1,94240.6,1,383.86,P30
北京分公司,商业险费改前,三者险,21MAR2015:00:00:00,25MAR2015:00:00:00,24MAR2016:00:00:00,148900.00,5,别克,君威,27,1,0,1,1,-3,1000000,1,1467,P31
北京分公司,商业险费改前,车损险,21MAR2015:00:00:00,25MAR2015:00:00:00,24MAR2016:00:00:00,148900.00,5,别克,君威,27,1,0,1,1,-3,148900,1,1871.13,P31
北京分公司,商业险费改前,玻璃破碎险,21MAR2015:00:00:00,25MAR2015:00:00:00,24MAR2016:00:00:00,148900.00,5,别克,君威,27,1,0,1,1,-3,0,0,216.42,P31
北京分公司,商业险费改前,盗抢险,21MAR2015:00:00:00,25MAR2015:00:00:00,24MAR2016:00:00:00,148900.00,5,别克,君威,27,1,0,1,1,-3,148900,1,695.51,P31
北京分公司,商业险费改前,车上人员险驾驶,21MAR2015:00:00:00,25MAR2015:00:00:00,24MAR2016:00:00:00,148900.00,5,别克,君威,27,1,0,1,1,-3,10000,1,31.37,P31
北京分公司,商业险费改前,车上人员险乘客,21MAR2015:00:00:00,25MAR2015:00:00:00,24MAR2016:00:00:00,148900.00,5,别克,君威,27,1,0,1,1,-3,40000,1,79.56,P31
北京分公司,商业险费改前,车损险,11DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,214800.00,5,马自达,M6,35,1,8,0.7,1,0,206200,1,1484.6,P32
北京分公司,商业险费改前,三者险,11DEC2015:00:00:00,13DEC2015:00:00:00,12DEC2016:00:00:00,214800.00,5,马自达,M6,35,1,8,0.7,1,0,500000,1,709.88,P32
北京分公司,商业险费改前,盗抢险,19JAN2016:00:00:00,17MAR2016:00:00:00,16MAR2017:00:00:00,147900.00,5,雪佛兰,迈锐宝,28,1,3,0.85,1,0,116841,0,432.63,P33
北京分公司,商业险费改前,玻璃破碎险,19JAN2016:00:00:00,17MAR2016:00:00:00,16MAR2017:00:00:00,147900.00,5,雪佛兰,迈锐宝,28,1,3,0.85,1,0,0,0,164.46,P33
北京分公司,商业险费改前,车损险,19JAN2016:00:00:00,17MAR2016:00:00:00,16MAR2017:00:00:00,147900.00,5,雪佛兰,迈锐宝,28,1,3,0.85,1,0,147900,1,1344.74,P33
北京分公司,商业险费改前,三者险,19JAN2016:00:00:00,17MAR2016:00:00:00,16MAR2017:00:00:00,147900.00,5,雪佛兰,迈锐宝,28,1,3,0.85,1,0,500000,1,862,P33
北京分公司,商业险费改前,车上人员险驾驶,14MAR2016:00:00:00,24APR2016:00:00:00,23APR2017:00:00:00,95300.00,5,现代,伊兰特,33,1,4,0.6,1,0,10000,1,16.94,P34
北京分公司,商业险费改前,车上人员险乘客,14MAR2016:00:00:00,24APR2016:00:00:00,23APR2017:00:00:00,95300.00,5,现代,伊兰特,33,1,4,0.6,1,0,40000,1,42.96,P34
北京分公司,商业险费改前,三者险,14MAR2016:00:00:00,24APR2016:00:00:00,23APR2017:00:00:00,95300.00,5,现代,伊兰特,33,1,4,0.6,1,0,500000,1,608.47,P34
北京分公司,商业险费改前,车损险,14MAR2016:00:00:00,24APR2016:00:00:00,23APR2017:00:00:00,95300.00,5,现代,伊兰特,33,1,4,0.6,1,0,95300,1,686.31,P34
北京分公司,商业险费改后,三者险,23MAR2017:00:00:00,24APR2017:00:00:00,23APR2018:00:00:00,95300.00,5,现代,伊兰特,33,1,5,0.5,1,0,500000,1,532.14,P35
北京分公司,商业险费改后,车损险,23MAR2017:00:00:00,24APR2017:00:00:00,23APR2018:00:00:00,95300.00,5,现代,伊兰特,33,1,5,0.5,1,0,61563.8,1,608.84,P35
北京分公司,交强险,交强险,15APR2014:00:00:00,24APR2014:00:00:00,23APR2015:00:00:00,95300.00,5,现代,伊兰特,31,1,2,1,0.9,0,122000,0,722.26,P36
北京分公司,交强险,交强险,01JUL2014:00:00:00,20JUL2014:00:00:00,19JUL2015:00:00:00,126500.00,5,斯柯达,明锐,37,1,3,1,1,1,122000,0,874.27,P37
北京分公司,交强险,交强险,11NOV2014:00:00:00,01DEC2014:00:00:00,30NOV2015:00:00:00,80900.00,5,现代,瑞纳,31,2,4,,0.7,0,122000,0,577.32,P38
北京分公司,交强险,交强险,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,,0.8,0,122000,0,630.11,P39
北京分公司,交强险,交强险,11DEC2014:00:00:00,19JAN2015:00:00:00,18JAN2016:00:00:00,208800.00,5,大众,帕萨特,29,2,3,1,1,1,122000,0,823.17,P40
北京分公司,交强险,交强险,12DEC2014:00:00:00,14DEC2014:00:00:00,13DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,1,0.7,0,122000,0,585.02,P41
北京分公司,交强险,交强险,27FEB2015:00:00:00,17MAR2015:00:00:00,16MAR2016:00:00:00,147900.00,5,雪佛兰,迈锐宝,27,1,2,1,0.8,0,122000,0,623.21,P42
北京分公司,交强险,交强险,11MAR2015:00:00:00,23MAR2015:00:00:00,22MAR2016:00:00:00,111800.00,5,大众,宝来,32,1,4,1,0.7,0,122000,0,574.2,P43
北京分公司,交强险,交强险,18MAR2015:00:00:00,24APR2015:00:00:00,23APR2016:00:00:00,95300.00,5,现代,伊兰特,31,1,3,1,0.8,0,122000,0,622.05,P44
北京分公司,交强险,交强险,22MAR2015:00:00:00,15APR2015:00:00:00,14APR2016:00:00:00,138600.00,5,斯柯达,明锐,31,1,1,1,0.9,0,122000,0,855,P45
北京分公司,交强险,交强险,17APR2015:00:00:00,22JUN2015:00:00:00,21JUN2016:00:00:00,98800.00,5,现代,伊兰特,37,2,6,1,0.7,0,122000,0,665,P46
北京分公司,交强险,交强险,01JUN2015:00:00:00,20JUL2015:00:00:00,19JUL2016:00:00:00,126500.00,5,斯柯达,明锐,38,1,4,1,0.9,0,122000,0,734.09,P47
北京分公司,交强险,交强险,26JUN2015:00:00:00,28JUN2015:00:00:00,27JUN2016:00:00:00,203800.00,5,起亚,狮跑/智跑,50,1,4,1,0.8,0,122000,0,526.01,P48
北京分公司,交强险,交强险,27FEB2016:00:00:00,15APR2016:00:00:00,14APR2017:00:00:00,138600.00,5,斯柯达,明锐,32,1,2,1,1,1,122000,0,814.66,P49
北京分公司,交强险,交强险,27APR2016:00:00:00,20JUL2016:00:00:00,19JUL2017:00:00:00,126500.00,5,斯柯达,明锐,39,1,5,1,0.8,0,122000,0,647.85,P50
北京分公司,交强险,交强险,27MAY2016:00:00:00,22JUN2016:00:00:00,21JUN2017:00:00:00,98800.00,5,现代,伊兰特,31,1,7,1,0.7,0,122000,0,562.88,P51
北京分公司,交强险,交强险,28JUN2016:00:00:00,29JUN2016:00:00:00,28JUN2017:00:00:00,203800.00,5,起亚,狮跑/智跑,51,1,5,1,0.7,0,122000,0,576.53,P52
北京分公司,交强险,交强险,10AUG2016:00:00:00,31AUG2016:00:00:00,30AUG2017:00:00:00,214800.00,5,马自达,M6,35,1,9,1,0.8,0,122000,0,658.95,P53
北京分公司,交强险,交强险,26DEC2016:00:00:00,17MAR2017:00:00:00,16MAR2018:00:00:00,147900.00,5,雪佛兰,迈锐宝,27,1,3,1,0.7,0,122000,0,575.59,P54
北京分公司,交强险,交强险,19MAY2017:00:00:00,20JUL2017:00:00:00,19JUL2018:00:00:00,126500.00,5,斯柯达,明锐,39,1,6,1,1,1,122000,0,852.46,P55
北京分公司,商业险费改前,车上人员险乘客,15APR2014:00:00:00,24APR2014:00:00:00,23APR2015:00:00:00,95300.00,5,现代,伊兰特,31,1,2,0.85,1,0,40000,1,60.86,P56
北京分公司,商业险费改前,车损险,15APR2014:00:00:00,24APR2014:00:00:00,23APR2015:00:00:00,95300.00,5,现代,伊兰特,31,1,2,0.85,1,0,101800,1,1018.3,P56
北京分公司,商业险费改前,车上人员险驾驶,15APR2014:00:00:00,24APR2014:00:00:00,23APR2015:00:00:00,95300.00,5,现代,伊兰特,31,1,2,0.85,1,0,10000,1,23.99,P56
北京分公司,商业险费改前,三者险,15APR2014:00:00:00,24APR2014:00:00:00,23APR2015:00:00:00,95300.00,5,现代,伊兰特,31,1,2,0.85,1,0,300000,1,718.11,P56
北京分公司,商业险费改前,玻璃破碎险,05JUN2014:00:00:00,01AUG2014:00:00:00,31JUL2015:00:00:00,247800.00,5,斯巴鲁,森林人,44,1,2,0.7,1,0,0,0,370.22,P57
北京分公司,商业险费改前,三者险,05JUN2014:00:00:00,01AUG2014:00:00:00,31JUL2015:00:00:00,247800.00,5,斯巴鲁,森林人,44,1,2,0.7,1,0,1000000,1,924.21,P57
北京分公司,商业险费改前,车损险,05JUN2014:00:00:00,01AUG2014:00:00:00,31JUL2015:00:00:00,247800.00,5,斯巴鲁,森林人,44,1,2,0.7,1,0,247800,1,1690.01,P57
北京分公司,商业险费改前,盗抢险,01JUL2014:00:00:00,20JUL2014:00:00:00,19JUL2015:00:00:00,126500.00,5,斯柯达,明锐,37,1,3,1.1,1,3,112112,1,540.89,P58
北京分公司,商业险费改前,三者险,01JUL2014:00:00:00,20JUL2014:00:00:00,19JUL2015:00:00:00,126500.00,5,斯柯达,明锐,37,1,3,1.1,1,3,500000,1,1115.53,P58
北京分公司,商业险费改前,玻璃破碎险,01JUL2014:00:00:00,20JUL2014:00:00:00,19JUL2015:00:00:00,126500.00,5,斯柯达,明锐,37,1,3,1.1,1,3,0,0,205.77,P58
北京分公司,商业险费改前,车损险,01JUL2014:00:00:00,20JUL2014:00:00:00,19JUL2015:00:00:00,126500.00,5,斯柯达,明锐,37,1,3,1.1,1,3,143000,1,1695.36,P58
北京分公司,商业险费改前,三者险,11NOV2014:00:00:00,01DEC2014:00:00:00,30NOV2015:00:00:00,80900.00,5,现代,瑞纳,31,2,4,0.5,,0,300000,1,422.42,P59
北京分公司,商业险费改前,玻璃破碎险,11NOV2014:00:00:00,01DEC2014:00:00:00,30NOV2015:00:00:00,80900.00,5,现代,瑞纳,31,2,4,0.5,,0,0,0,52.91,P59
北京分公司,商业险费改前,车损险,11NOV2014:00:00:00,01DEC2014:00:00:00,30NOV2015:00:00:00,80900.00,5,现代,瑞纳,31,2,4,0.5,,0,80900,1,511.94,P59
北京分公司,商业险费改前,三者险,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,0.85,,0,300000,1,718.11,P60
北京分公司,商业险费改前,玻璃破碎险,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,0.85,,0,0,0,302.22,P60
北京分公司,商业险费改前,车上人员险乘客,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,0.85,,0,40000,1,60.86,P60
北京分公司,商业险费改前,车上人员险驾驶,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,0.85,,0,10000,1,23.99,P60
北京分公司,商业险费改前,划痕险,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,0.85,,0,5000,1,497.79,P60
北京分公司,商业险费改前,车损险,14NOV2014:00:00:00,25NOV2014:00:00:00,24NOV2015:00:00:00,271800.00,5,大众,途观,38,1,2,0.85,,0,271800,1,2222.11,P60
北京分公司,商业险费改前,划痕险,11DEC2014:00:00:00,12DEC2014:00:00:00,13DEC2014:00:00:00,208800.00,5,大众,帕萨特,29,2,2,1,,1,0,0,1.6,P61
北京分公司,商业险费改前,盗抢险,11DEC2014:00:00:00,12DEC2014:00:00:00,13DEC2014:00:00:00,208800.00,5,大众,帕萨特,29,2,2,1,,1,166204.8,1,1.89,P61
北京分公司,商业险费改前,三者险,11DEC2014:00:00:00,12DEC2014:00:00:00,13DEC2014:00:00:00,208800.00,5,大众,帕萨特,29,2,2,1,,1,300000,1,2.31,P61
北京分公司,商业险费改前,车损险,11DEC2014:00:00:00,12DEC2014:00:00:00,13DEC2014:00:00:00,208800.00,5,大众,帕萨特,29,2,2,1,,1,0,1,5.72,P61
北京分公司,商业险费改前,三者险,12DEC2014:00:00:00,19JAN2015:00:00:00,18JAN2016:00:00:00,208800.00,5,大众,帕萨特,29,2,3,1,1,1,300000,1,844.83,P62
北京分公司,商业险费改前,划痕险,12DEC2014:00:00:00,19JAN2015:00:00:00,18JAN2016:00:00:00,208800.00,5,大众,帕萨特,29,2,3,1,1,1,5000,1,585.63,P62
北京分公司,商业险费改前,车损险,12DEC2014:00:00:00,19JAN2015:00:00:00,18JAN2016:00:00:00,208800.00,5,大众,帕萨特,29,2,3,1,1,1,208800,1,2089.4,P62
北京分公司,商业险费改前,盗抢险,12DEC2014:00:00:00,19JAN2015:00:00:00,18JAN2016:00:00:00,208800.00,5,大众,帕萨特,29,2,3,1,1,1,164952,1,684.54,P62
北京分公司,商业险费改前,车损险,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,0.85,1,0,113900,1,1103.98,P63
北京分公司,商业险费改前,车上人员险乘客,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,0.85,1,0,40000,1,60.86,P63
北京分公司,商业险费改前,盗抢险,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,0.85,1,0,89981,0,349.32,P63
北京分公司,商业险费改前,玻璃破碎险,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,0.85,1,0,0,0,126.65,P63
北京分公司,商业险费改前,车上人员险驾驶,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,0.85,1,0,10000,1,23.99,P63
北京分公司,商业险费改前,三者险,12DEC2014:00:00:00,13DEC2014:00:00:00,12DEC2015:00:00:00,113900.00,5,标致,408,39,1,3,0.85,1,0,300000,1,718.11,P63
